player1,player2,results_set,runs,num_Ns,num_ULs,num_UWs,Z_stat,p_val_1,p_val_2,p_val_1_adj,p_val_2_adj
Hantuchova D.,Pavlyuchenkova A.,"[('17/02/2010', 'UL'), ('07/03/2010', 'UL'), ('09/05/2010', 'UL'), ('10/08/2010', 'N'), ('28/08/2012', 'N'), ('18/10/2013', 'N')]",2,3,3,0,-1.3693063937629153,0.0854517601153987,0.1709035202307974,0.5,1.0
Hantuchova D.,Hercog P.,"[('03/10/2010', 'UL'), ('21/02/2012', 'N')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Petkovic A.,"[('07/01/2010', 'UL'), ('20/05/2011', 'N'), ('13/08/2013', 'N')]",2,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Dulgheru A.,Hantuchova D.,"[('22/05/2009', 'UW'), ('19/04/2011', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Robson L.,"[('22/06/2009', 'N'), ('12/02/2013', 'UW')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Mchale C.,"[('07/04/2011', 'UL'), ('28/04/2015', 'UL'), ('28/06/2016', 'N')]",2,1,2,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Tomljanovic A.,"[('13/09/2011', 'N'), ('05/01/2014', 'UL'), ('15/02/2015', 'N')]",3,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Watson H.,"[('13/01/2014', 'UW'), ('01/07/2015', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Halep S.,Hantuchova D.,"[('14/02/2012', 'UW'), ('19/08/2013', 'N'), ('17/02/2015', 'N')]",2,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Riske A.,"[('10/06/2011', 'N'), ('15/06/2013', 'N'), ('02/09/2013', 'UW')]",2,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Tsurenko L.,"[('18/01/2012', 'N'), ('03/01/2013', 'UL'), ('22/07/2015', 'UL')]",2,1,2,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Barthel M.,Hantuchova D.,"[('20/08/2012', 'N'), ('16/02/2015', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Date-Krumm K.,Hantuchova D.,"[('10/02/2011', 'UL'), ('01/05/2011', 'N')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Puig M.,"[('13/05/2014', 'N'), ('04/03/2015', 'UW'), ('01/03/2017', 'N')]",3,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Bencic B.,Hantuchova D.,"[('10/06/2014', 'UL'), ('25/03/2015', 'N'), ('26/05/2015', 'N')]",2,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Erakovic M.,Jankovic J.,"[('29/05/2008', 'N'), ('30/06/2016', 'UW')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Jankovic J.,Zvonareva V.,"[('06/01/2007', 'N'), ('04/04/2008', 'N'), ('19/04/2008', 'UL'), ('27/09/2008', 'N'), ('03/10/2008', 'N'), ('12/10/2008', 'N'), ('07/11/2008', 'UL'), ('17/02/2010', 'N'), ('26/10/2010', 'N'), ('25/02/2011', 'N')]",5,8,2,0,0.3392002626499839,0.3672294357079114,0.7344588714158229,0.5,1.0
